Cluster,No_mbtree,No_asm,No_cabac,No_scenecut,Aq_strength,Bframes,Qcomp,Qp,Ref,Rc_lookahead,B_bias,Threads,Keyint,Crf,Scenecut,Seek,Ipratio,PSNR-,Energy-,d2h
165,1.0,1.0,1.0,0.0,0.38,25.0,0.9,48.0,8.25,95.0,87.5,15.75,686.5,12.5,49.5,209.0,2.95,41.4,4306.65,0.266
166,0.0,1.0,0.0,1.0,0.38,25.0,0.9,48.0,8.25,95.0,87.5,15.75,686.5,12.5,49.5,209.0,2.95,41.18,3741.95,0.253
167,0.0,0.0,0.0,1.0,0.38,25.0,0.9,48.0,8.25,95.0,87.5,15.75,686.5,12.5,49.5,209.0,2.95,41.16,1223.67,0.217
168,0.0,1.0,0.0,0.0,0.38,25.0,0.9,48.0,8.25,95.0,87.5,15.75,686.5,12.5,49.5,209.0,2.95,41.18,3716.96,0.252
169,0.0,0.0,1.0,1.0,0.38,25.0,0.9,48.0,8.25,95.0,87.5,15.75,686.5,12.5,49.5,209.0,2.95,41.16,1195.7,0.217
170,1.0,0.0,0.0,1.0,0.38,25.0,0.9,48.0,8.25,95.0,87.5,15.75,686.5,12.5,49.5,209.0,2.95,41.41,1238.24,0.219
171,0.0,1.0,1.0,0.0,0.38,25.0,0.9,48.0,8.25,95.0,87.5,15.75,686.5,12.5,49.5,209.0,2.95,41.14,3655.09,0.251
172,1.0,1.0,0.0,0.0,0.38,25.0,0.9,48.0,8.25,95.0,87.5,15.75,686.5,12.5,49.5,209.0,2.95,41.43,3821.21,0.256
173,0.0,0.0,0.0,0.0,1.43,22.33,0.87,42.33,2.67,188.67,-70.67,12.67,644.0,31.13,67.33,950.0,0.7,42.52,516.59,0.225
174,0.0,0.0,0.0,0.0,1.27,19.67,0.43,4.0,7.0,40.0,-17.33,74.0,119.0,28.23,11.0,158.0,0.97,52.08,2851.46,0.322
175,0.0,0.0,0.0,0.0,0.68,23.6,0.5,37.2,1.0,223.0,40.8,30.4,156.8,23.6,98.2,70.4,1.32,43.06,990.18,0.231
176,1.0,1.0,1.0,1.0,1.06,20.5,0.34,22.5,6.37,157.38,42.75,58.12,704.0,29.81,18.75,0.0,1.01,43.55,3414.53,0.264
177,1.0,0.0,1.0,1.0,1.06,20.5,0.34,22.5,6.37,157.38,42.75,58.12,704.0,29.81,18.75,0.0,1.01,43.55,1064.7,0.236
178,1.0,1.0,1.0,0.0,1.06,20.5,0.34,22.5,6.37,157.38,42.75,58.12,704.0,29.81,18.75,0.0,1.01,43.55,3410.7,0.264
179,1.0,1.0,0.0,1.0,1.06,20.5,0.34,22.5,6.37,157.38,42.75,58.12,704.0,29.81,18.75,0.0,1.01,43.54,3435.89,0.264
180,0.0,1.0,1.0,1.0,1.06,20.5,0.34,22.5,6.37,157.38,42.75,58.12,704.0,29.81,18.75,0.0,1.01,40.55,2703.6,0.23
181,1.0,1.0,1.0,1.0,1.03,21.67,0.2,3.33,5.67,98.67,64.67,94.0,805.0,37.73,59.33,0.0,1.13,39.35,2248.82,0.214
182,1.0,1.0,1.0,0.0,1.03,21.67,0.2,3.33,5.67,98.67,64.67,94.0,805.0,37.73,59.33,0.0,1.13,39.35,2239.07,0.214
183,1.0,0.0,1.0,1.0,1.03,21.67,0.2,3.33,5.67,98.67,64.67,94.0,805.0,37.73,59.33,0.0,1.13,39.34,698.58,0.199
184,0.0,1.0,1.0,1.0,1.03,21.67,0.2,3.33,5.67,98.67,64.67,94.0,805.0,37.73,59.33,0.0,1.13,35.73,1873.94,0.18
185,1.0,1.0,0.0,1.0,1.03,21.67,0.2,3.33,5.67,98.67,64.67,94.0,805.0,37.73,59.33,0.0,1.13,39.48,2293.79,0.215
186,1.0,1.0,1.0,1.0,1.07,18.33,0.1,29.33,1.67,82.33,-68.0,96.67,34.0,42.23,42.33,69.67,0.33,36.73,1653.84,0.185
187,1.0,1.0,1.0,0.0,1.07,18.33,0.1,29.33,1.67,82.33,-68.0,96.67,34.0,42.23,42.33,69.67,0.33,36.73,1676.67,0.186
188,1.0,0.0,1.0,1.0,1.07,18.33,0.1,29.33,1.67,82.33,-68.0,96.67,34.0,42.23,42.33,69.67,0.33,36.73,567.0,0.176
189,0.0,1.0,1.0,1.0,1.07,18.33,0.1,29.33,1.67,82.33,-68.0,96.67,34.0,42.23,42.33,69.67,0.33,35.39,1559.18,0.174
190,1.0,1.0,0.0,1.0,1.07,18.33,0.1,29.33,1.67,82.33,-68.0,96.67,34.0,42.23,42.33,69.67,0.33,36.67,1710.2,0.186
191,1.0,1.0,1.0,1.0,1.43,10.0,0.4,47.0,2.0,198.33,-94.67,83.67,773.33,29.3,56.33,139.33,1.1,41.65,3063.42,0.244
192,0.0,1.0,1.0,1.0,1.43,10.0,0.4,47.0,2.0,198.33,-94.67,83.67,773.33,29.3,56.33,139.33,1.1,39.65,2923.36,0.227
193,1.0,1.0,1.0,0.0,1.43,10.0,0.4,47.0,2.0,198.33,-94.67,83.67,773.33,29.3,56.33,139.33,1.1,41.65,3050.14,0.244
194,1.0,1.0,0.0,1.0,1.43,10.0,0.4,47.0,2.0,198.33,-94.67,83.67,773.33,29.3,56.33,139.33,1.1,41.64,3086.54,0.244
195,1.0,0.0,1.0,1.0,1.43,10.0,0.4,47.0,2.0,198.33,-94.67,83.67,773.33,29.3,56.33,139.33,1.1,41.65,891.3,0.219
196,1.0,1.0,1.0,1.0,1.28,20.0,0.2,14.25,3.25,211.25,60.75,109.75,94.0,28.35,82.5,0.0,0.4,42.58,2241.78,0.239
197,1.0,0.0,1.0,1.0,1.28,20.0,0.2,14.25,3.25,211.25,60.75,109.75,94.0,28.35,82.5,0.0,0.4,42.59,701.94,0.226
198,1.0,1.0,1.0,0.0,1.28,20.0,0.2,14.25,3.25,211.25,60.75,109.75,94.0,28.35,82.5,0.0,0.4,42.58,2244.82,0.239
199,0.0,1.0,1.0,1.0,1.28,20.0,0.2,14.25,3.25,211.25,60.75,109.75,94.0,28.35,82.5,0.0,0.4,39.28,1960.27,0.209
200,1.0,1.0,0.0,1.0,1.28,20.0,0.2,14.25,3.25,211.25,60.75,109.75,94.0,28.35,82.5,0.0,0.4,42.34,2268.13,0.237
201,1.0,1.0,1.0,1.0,0.23,18.0,0.47,12.67,2.0,22.0,-14.67,92.33,404.33,39.4,13.67,0.0,0.57,37.42,1802.58,0.193
202,1.0,1.0,0.0,1.0,0.23,18.0,0.47,12.67,2.0,22.0,-14.67,92.33,404.33,39.4,13.67,0.0,0.57,37.53,1843.7,0.194
203,1.0,1.0,1.0,0.0,0.23,18.0,0.47,12.67,2.0,22.0,-14.67,92.33,404.33,39.4,13.67,0.0,0.57,37.42,1789.43,0.192
204,1.0,0.0,1.0,1.0,0.23,18.0,0.47,12.67,2.0,22.0,-14.67,92.33,404.33,39.4,13.67,0.0,0.57,37.42,539.66,0.182
205,1.0,1.0,1.0,1.0,1.2,4.0,0.3,32.33,5.33,160.0,15.33,64.0,304.33,36.73,65.0,0.0,1.27,40.58,2302.83,0.224
206,0.0,1.0,1.0,1.0,0.23,18.0,0.47,12.67,2.0,22.0,-14.67,92.33,404.33,39.4,13.67,0.0,0.57,34.68,1639.14,0.169
207,0.0,1.0,1.0,1.0,1.2,4.0,0.3,32.33,5.33,160.0,15.33,64.0,304.33,36.73,65.0,0.0,1.27,37.1,1931.61,0.192
208,1.0,1.0,0.0,1.0,1.2,4.0,0.3,32.33,5.33,160.0,15.33,64.0,304.33,36.73,65.0,0.0,1.27,40.77,2345.88,0.226
209,1.0,1.0,1.0,0.0,1.2,4.0,0.3,32.33,5.33,160.0,15.33,64.0,304.33,36.73,65.0,0.0,1.27,40.58,2301.05,0.224
210,1.0,0.0,1.0,1.0,1.2,4.0,0.3,32.33,5.33,160.0,15.33,64.0,304.33,36.73,65.0,0.0,1.27,40.59,690.1,0.209
211,1.0,1.0,1.0,1.0,0.63,20.67,0.8,36.33,0.33,185.67,27.0,40.0,860.33,30.73,56.33,0.0,0.67,42.95,1679.23,0.236
212,1.0,1.0,1.0,0.0,0.63,20.67,0.8,36.33,0.33,185.67,27.0,40.0,860.33,30.73,56.33,0.0,0.67,42.95,1675.92,0.236
213,1.0,0.0,1.0,1.0,0.63,20.67,0.8,36.33,0.33,185.67,27.0,40.0,860.33,30.73,56.33,0.0,0.67,42.94,522.54,0.228
214,0.0,1.0,1.0,1.0,0.63,20.67,0.8,36.33,0.33,185.67,27.0,40.0,860.33,30.73,56.33,0.0,0.67,42.31,1923.61,0.233
215,1.0,1.0,0.0,1.0,0.63,20.67,0.8,36.33,0.33,185.67,27.0,40.0,860.33,30.73,56.33,0.0,0.67,42.91,1693.32,0.235
216,1.0,1.0,1.0,0.0,0.43,3.0,0.53,17.67,2.33,105.33,-0.67,55.67,840.67,23.33,73.0,0.0,1.27,48.05,2433.24,0.285
217,1.0,0.0,1.0,1.0,0.43,3.0,0.53,17.67,2.33,105.33,-0.67,55.67,840.67,23.33,73.0,0.0,1.27,48.05,707.22,0.272
218,1.0,1.0,1.0,1.0,0.43,3.0,0.53,17.67,2.33,105.33,-0.67,55.67,840.67,23.33,73.0,0.0,1.27,48.05,2436.81,0.285
219,1.0,1.0,0.0,1.0,0.43,3.0,0.53,17.67,2.33,105.33,-0.67,55.67,840.67,23.33,73.0,0.0,1.27,48.12,2463.5,0.286
220,0.0,1.0,1.0,1.0,0.43,3.0,0.53,17.67,2.33,105.33,-0.67,55.67,840.67,23.33,73.0,0.0,1.27,46.14,2101.57,0.266
221,1.0,1.0,0.0,0.0,1.06,20.5,0.34,22.5,6.37,157.38,42.75,58.12,704.0,29.81,18.75,0.0,1.01,43.54,2897.35,0.255
222,0.0,1.0,1.0,0.0,1.06,20.5,0.34,22.5,6.37,157.38,42.75,58.12,704.0,29.81,18.75,0.0,1.01,40.55,2277.27,0.223
223,1.0,0.0,0.0,1.0,1.06,20.5,0.34,22.5,6.37,157.38,42.75,58.12,704.0,29.81,18.75,0.0,1.01,43.55,898.96,0.235
224,0.0,0.0,1.0,1.0,1.06,20.5,0.34,22.5,6.37,157.38,42.75,58.12,704.0,29.81,18.75,0.0,1.01,40.56,752.1,0.209
225,0.0,1.0,0.0,1.0,1.06,20.5,0.34,22.5,6.37,157.38,42.75,58.12,704.0,29.81,18.75,0.0,1.01,40.31,2346.4,0.223
226,1.0,0.0,1.0,0.0,1.06,20.5,0.34,22.5,6.37,157.38,42.75,58.12,704.0,29.81,18.75,0.0,1.01,43.55,887.2,0.235
227,0.0,0.0,0.0,1.0,0.83,23.67,0.53,35.0,0.67,223.0,71.67,46.0,56.33,20.0,100.0,0.0,2.0,47.58,931.89,0.269
228,0.0,1.0,0.0,0.0,0.83,23.67,0.53,35.0,0.67,223.0,71.67,46.0,56.33,20.0,100.0,0.0,2.0,47.59,2567.0,0.283
229,0.0,0.0,1.0,0.0,0.83,23.67,0.53,35.0,0.67,223.0,71.67,46.0,56.33,20.0,100.0,0.0,2.0,47.66,1001.56,0.27
230,1.0,0.0,0.0,0.0,0.83,23.67,0.53,35.0,0.67,223.0,71.67,46.0,56.33,20.0,100.0,0.0,2.0,48.1,949.57,0.273
231,1.0,0.0,0.0,0.0,1.03,21.67,0.2,3.33,5.67,98.67,64.67,94.0,805.0,37.73,59.33,0.0,1.13,39.48,643.88,0.2
232,0.0,0.0,1.0,0.0,1.03,21.67,0.2,3.33,5.67,98.67,64.67,94.0,805.0,37.73,59.33,0.0,1.13,35.73,553.26,0.168
233,1.0,0.0,1.0,0.0,1.03,21.67,0.2,3.33,5.67,98.67,64.67,94.0,805.0,37.73,59.33,0.0,1.13,39.34,635.51,0.198
234,0.0,0.0,0.0,1.0,1.03,21.67,0.2,3.33,5.67,98.67,64.67,94.0,805.0,37.73,59.33,0.0,1.13,35.75,561.84,0.168
235,1.0,0.0,0.0,1.0,1.03,21.67,0.2,3.33,5.67,98.67,64.67,94.0,805.0,37.73,59.33,0.0,1.13,39.48,648.84,0.2
236,0.0,0.0,1.0,1.0,1.03,21.67,0.2,3.33,5.67,98.67,64.67,94.0,805.0,37.73,59.33,0.0,1.13,35.73,551.89,0.168
237,0.0,1.0,0.0,0.0,1.03,21.67,0.2,3.33,5.67,98.67,64.67,94.0,805.0,37.73,59.33,0.0,1.13,35.75,1732.03,0.179
238,1.0,1.0,0.0,0.0,1.03,21.67,0.2,3.33,5.67,98.67,64.67,94.0,805.0,37.73,59.33,0.0,1.13,39.48,2113.24,0.213
239,0.0,1.0,1.0,0.0,1.03,21.67,0.2,3.33,5.67,98.67,64.67,94.0,805.0,37.73,59.33,0.0,1.13,35.73,1686.01,0.178
240,0.0,1.0,0.0,1.0,1.03,21.67,0.2,3.33,5.67,98.67,64.67,94.0,805.0,37.73,59.33,0.0,1.13,35.75,1733.28,0.179
241,0.0,0.0,0.0,0.0,1.03,21.67,0.2,3.33,5.67,98.67,64.67,94.0,805.0,37.73,59.33,0.0,1.13,35.75,564.79,0.168
242,0.0,0.0,0.0,0.0,1.6,23.67,0.53,9.0,8.33,27.67,37.33,80.67,125.0,23.4,50.33,88.0,1.07,46.6,1983.96,0.268
243,0.0,0.0,0.0,0.0,0.58,12.25,0.03,27.0,9.0,199.25,59.5,37.0,315.25,32.33,9.25,163.75,1.07,43.1,1718.85,0.237
244,1.0,0.0,0.0,0.0,1.3,9.33,0.43,36.67,3.67,147.67,89.67,81.67,641.67,40.0,87.33,36.67,1.37,38.07,697.02,0.188
245,0.0,0.0,0.0,1.0,1.3,9.33,0.43,36.67,3.67,147.67,89.67,81.67,641.67,40.0,87.33,36.67,1.37,35.21,910.47,0.166
246,0.0,1.0,0.0,0.0,1.3,9.33,0.43,36.67,3.67,147.67,89.67,81.67,641.67,40.0,87.33,36.67,1.37,35.17,2574.33,0.187
247,0.0,0.0,1.0,0.0,1.3,9.33,0.43,36.67,3.67,147.67,89.67,81.67,641.67,40.0,87.33,36.67,1.37,35.45,880.09,0.168
248,0.0,0.0,1.0,1.0,1.28,20.0,0.2,14.25,3.25,211.25,60.75,109.75,94.0,28.35,82.5,0.0,0.4,39.27,546.71,0.198
249,1.0,0.0,0.0,1.0,1.28,20.0,0.2,14.25,3.25,211.25,60.75,109.75,94.0,28.35,82.5,0.0,0.4,42.37,592.64,0.224
250,1.0,0.0,1.0,0.0,1.28,20.0,0.2,14.25,3.25,211.25,60.75,109.75,94.0,28.35,82.5,0.0,0.4,42.59,587.85,0.225
251,0.0,1.0,1.0,0.0,1.28,20.0,0.2,14.25,3.25,211.25,60.75,109.75,94.0,28.35,82.5,0.0,0.4,39.28,1680.98,0.206
252,1.0,1.0,0.0,0.0,1.28,20.0,0.2,14.25,3.25,211.25,60.75,109.75,94.0,28.35,82.5,0.0,0.4,42.34,1951.05,0.234
253,0.0,1.0,0.0,1.0,1.28,20.0,0.2,14.25,3.25,211.25,60.75,109.75,94.0,28.35,82.5,0.0,0.4,39.17,1698.93,0.205
254,1.0,0.0,1.0,0.0,1.2,4.0,0.3,32.33,5.33,160.0,15.33,64.0,304.33,36.73,65.0,0.0,1.27,40.59,594.21,0.209
255,0.0,1.0,1.0,0.0,1.2,4.0,0.3,32.33,5.33,160.0,15.33,64.0,304.33,36.73,65.0,0.0,1.27,37.1,1706.41,0.189
256,1.0,1.0,0.0,0.0,1.2,4.0,0.3,32.33,5.33,160.0,15.33,64.0,304.33,36.73,65.0,0.0,1.27,40.77,2035.41,0.222
257,0.0,0.0,1.0,1.0,1.2,4.0,0.3,32.33,5.33,160.0,15.33,64.0,304.33,36.73,65.0,0.0,1.27,37.11,592.4,0.18
258,1.0,0.0,0.0,1.0,1.2,4.0,0.3,32.33,5.33,160.0,15.33,64.0,304.33,36.73,65.0,0.0,1.27,40.77,606.57,0.21
259,1.0,0.0,1.0,0.0,0.23,18.0,0.47,12.67,2.0,22.0,-14.67,92.33,404.33,39.4,13.67,0.0,0.57,37.42,461.26,0.182
260,1.0,0.0,0.0,1.0,0.23,18.0,0.47,12.67,2.0,22.0,-14.67,92.33,404.33,39.4,13.67,0.0,0.57,37.52,468.86,0.183
261,0.0,1.0,0.0,1.0,1.2,4.0,0.3,32.33,5.33,160.0,15.33,64.0,304.33,36.73,65.0,0.0,1.27,36.74,1767.23,0.187
262,0.0,0.0,1.0,1.0,0.23,18.0,0.47,12.67,2.0,22.0,-14.67,92.33,404.33,39.4,13.67,0.0,0.57,34.66,435.94,0.159
263,1.0,1.0,0.0,0.0,0.23,18.0,0.47,12.67,2.0,22.0,-14.67,92.33,404.33,39.4,13.67,0.0,0.57,37.53,1566.83,0.191
264,0.0,1.0,1.0,0.0,0.23,18.0,0.47,12.67,2.0,22.0,-14.67,92.33,404.33,39.4,13.67,0.0,0.57,34.68,1408.66,0.166
265,0.0,1.0,0.0,1.0,0.23,18.0,0.47,12.67,2.0,22.0,-14.67,92.33,404.33,39.4,13.67,0.0,0.57,34.44,1449.12,0.165
266,0.0,1.0,0.0,1.0,0.63,20.67,0.8,36.33,0.33,185.67,27.0,40.0,860.33,30.73,56.33,0.0,0.67,42.22,1938.01,0.232
267,1.0,1.0,0.0,0.0,0.63,20.67,0.8,36.33,0.33,185.67,27.0,40.0,860.33,30.73,56.33,0.0,0.67,42.91,1711.5,0.236
268,0.0,1.0,1.0,0.0,0.63,20.67,0.8,36.33,0.33,185.67,27.0,40.0,860.33,30.73,56.33,0.0,0.67,42.31,1939.3,0.233
269,1.0,0.0,0.0,1.0,0.63,20.67,0.8,36.33,0.33,185.67,27.0,40.0,860.33,30.73,56.33,0.0,0.67,42.9,503.22,0.228
270,0.0,0.0,1.0,1.0,0.63,20.67,0.8,36.33,0.33,185.67,27.0,40.0,860.33,30.73,56.33,0.0,0.67,42.32,666.66,0.224
271,1.0,0.0,1.0,0.0,0.63,20.67,0.8,36.33,0.33,185.67,27.0,40.0,860.33,30.73,56.33,0.0,0.67,42.94,494.29,0.228
272,1.0,0.0,0.0,1.0,1.07,18.33,0.1,29.33,1.67,82.33,-68.0,96.67,34.0,42.23,42.33,69.67,0.33,36.68,496.91,0.176
273,0.0,1.0,0.0,1.0,1.07,18.33,0.1,29.33,1.67,82.33,-68.0,96.67,34.0,42.23,42.33,69.67,0.33,35.32,1454.42,0.172
274,0.0,1.0,1.0,0.0,1.07,18.33,0.1,29.33,1.67,82.33,-68.0,96.67,34.0,42.23,42.33,69.67,0.33,35.4,1395.6,0.172
275,1.0,1.0,0.0,0.0,1.07,18.33,0.1,29.33,1.67,82.33,-68.0,96.67,34.0,42.23,42.33,69.67,0.33,36.67,1559.76,0.184
276,0.0,0.0,1.0,1.0,1.07,18.33,0.1,29.33,1.67,82.33,-68.0,96.67,34.0,42.23,42.33,69.67,0.33,35.4,497.71,0.165
277,1.0,0.0,1.0,0.0,1.07,18.33,0.1,29.33,1.67,82.33,-68.0,96.67,34.0,42.23,42.33,69.67,0.33,36.73,528.52,0.176
278,0.0,1.0,0.0,1.0,1.43,10.0,0.4,47.0,2.0,198.33,-94.67,83.67,773.33,29.3,56.33,139.33,1.1,39.57,2600.36,0.221
279,0.0,1.0,1.0,0.0,1.43,10.0,0.4,47.0,2.0,198.33,-94.67,83.67,773.33,29.3,56.33,139.33,1.1,39.65,2562.44,0.221
280,1.0,1.0,0.0,0.0,1.43,10.0,0.4,47.0,2.0,198.33,-94.67,83.67,773.33,29.3,56.33,139.33,1.1,41.64,2657.97,0.237
281,0.0,0.0,1.0,1.0,1.43,10.0,0.4,47.0,2.0,198.33,-94.67,83.67,773.33,29.3,56.33,139.33,1.1,39.66,826.86,0.202
282,1.0,0.0,0.0,1.0,1.43,10.0,0.4,47.0,2.0,198.33,-94.67,83.67,773.33,29.3,56.33,139.33,1.1,41.64,781.63,0.218
283,1.0,0.0,1.0,0.0,1.43,10.0,0.4,47.0,2.0,198.33,-94.67,83.67,773.33,29.3,56.33,139.33,1.1,41.65,752.37,0.218
